1	27	3347
1	27	4663
2	27	3381
2	27	4557
3	27	3422
3	27	4336
4	27	3257
4	27	4194
5	27	3350
5	27	4399
6	27	3287
6	27	4577
7	27	3335
7	27	4716
8	27	3412
8	27	5455
9	27	3285
9	27	4761

0	28	3204
0	28	3326
1	28	3317
1	28	3600
2	28	3439
2	28	4702
3	28	3231
3	28	3264
4	28	3316
4	28	3477
5	28	3196
5	28	3621
6	28	3185
6	28	3219
7	28	3293
7	28	2990
8	28	3335
8	28	3298
9	28	3238
9	28	4244

0	29	3226
0	29	4403
1	29	3448
1	29	3896
2	29	3484
2	29	4947
3	29	3195
3	29	4006
4	29	3233
4	29	4457
5	29	3266
5	29	3960
6	29	3215
6	29	4014
7	29	3289
7	29	4422
8	29	3361
8	29	4192
9	29	3330
9	29	4652

0	30	3167
0	30	3803
1	30	3349
1	30	4048
2	30	3375
2	30	4745
3	30	3257
3	30	4179
4	30	3293
4	30	4689
5	30	3324
5	30	4589
6	30	3282
6	30	4501
7	30	3268
7	30	4513
8	30	3363
8	30	3960
9	30	3244
9	30	5408

0	31	3209
0	31	2935
1	31	3389
1	31	3242
2	31	3329
2	31	3274
3	31	3264
3	31	2853
4	31	3254
4	31	2926
5	31	3266
5	31	3206
6	31	3275
6	31	3216
7	31	3275
7	31	3276
8	31	3331
8	31	3100
9	31	3250
9	31	3409

0	32	3266
0	32	4163
1	32	3295
1	32	4720
2	32	3353
2	32	4312
3	32	3231
3	32	3751
4	32	3162
4	32	3813
5	32	3190
5	32	4455
6	32	3273
6	32	3470
7	32	3317
7	32	3920
8	32	3334
8	32	3980
9	32	3248
9	32	4082

0	33	3198
0	33	3994
1	33	3378
1	33	4560
2	33	3429
2	33	4678
3	33	3304
3	33	4520
4	33	3292
4	33	4246
5	33	3319
5	33	4958
6	33	3283
6	33	4226
7	33	3302
7	33	4635
8	33	3355
8	33	3880
9	33	3175
9	33	4303

0	34	3283
0	34	4534
1	34	3295
1	34	4052
2	34	3432
2	34	4496
3	34	3296
3	34	4139
4	34	3263
4	34	4332
5	34	3343
5	34	5093
6	34	3211
6	34	4616
7	34	3278
7	34	4132
8	34	3330
8	34	4070
9	34	3446
9	34	4913

0	35	3274
0	35	4219
1	35	3369
1	35	4102
2	35	3339
2	35	4369
3	35	3273
3	35	4430
4	35	3219
4	35	4346
5	35	3272
5	35	4723
6	35	3281
6	35	4214
7	35	3202
7	35	3978
8	35	3359
8	35	4470
9	35	3152
9	35	4276

0	36	3211
0	36	3826
1	36	3360
1	36	4781
2	36	3493
2	36	5217
3	36	3313
3	36	4083
4	36	3353
4	36	3958
5	36	3236
5	36	4381
6	36	3259
6	36	4576
7	36	3345
7	36	4167
8	36	3373
8	36	3947
9	36	3238
9	36	4295

0	37	3184
0	37	3873
1	37	3340
1	37	3929
2	37	3393
2	37	5229
3	37	3382
3	37	4274
4	37	3306
4	37	4763
5	37	3297
5	37	4032
6	37	3234
6	37	4423
7	37	3269
7	37	3886
8	37	3377
8	37	3975
9	37	3211
9	37	4209

0	38	3283
0	38	2572
1	38	3390
1	38	3086
2	38	3317
2	38	2730
3	38	3348
3	38	2888
4	38	3232
4	38	2282
5	38	3353
5	38	2971
6	38	3179
6	38	2439
7	38	3204
7	38	2418
8	38	3301
8	38	3023
9	38	3263
9	38	3263

0	39	3245
0	39	3450
1	39	3337
1	39	4216
2	39	3399
2	39	4254
3	39	3250
3	39	3630
4	39	3224
4	39	3601
5	39	3251
5	39	4048
6	39	3214
6	39	4824
7	39	3261
7	39	3662
8	39	3452
8	39	3538
9	39	3211
9	39	3788

0	40	3219
0	40	3738
1	40	3349
1	40	3039
2	40	3339
2	40	3799
3	40	3307
3	40	3189
4	40	3279
4	40	3035
5	40	3299
5	40	4137
6	40	3103
6	40	2682
7	40	3274
7	40	2922
8	40	3468
8	40	3173
9	40	3245
9	40	3951

0	41	3271
0	41	3141
1	41	3291
1	41	3488
2	41	3324
2	41	2947
3	41	3296
3	41	2842
4	41	3214
4	41	2679
5	41	3310
5	41	2941
6	41	3222
6	41	2341
7	41	3275
7	41	2729
8	41	3404
8	41	2600
9	41	3402
9	41	2610

0	42	3239
0	42	4334
1	42	3342
1	42	4980
2	42	3263
2	42	5273
3	42	3334
3	42	4212
4	42	3283
4	42	5682
5	42	3244
5	42	4956
6	42	3256
6	42	4651
7	42	3222
7	42	5115
8	42	3365
8	42	4419
9	42	3206
9	42	4794

0	43	3224
0	43	5371
1	43	3354
1	43	4770
2	43	3387
2	43	5362
3	43	3310
3	43	5759
4	43	3235
4	43	5087
5	43	3108
5	43	4126
6	43	3290
6	43	4750
7	43	3291
7	43	5301
8	43	3347
8	43	4229
9	43	3236
9	43	5084

0	44	3203
0	44	4077
1	44	3300
1	44	4049
2	44	3379
2	44	5241
3	44	3197
3	44	4143
4	44	3191
4	44	4055
5	44	3233
5	44	4170
6	44	3185
6	44	3449
7	44	3274
7	44	3834
8	44	3300
8	44	4591
9	44	3237
9	44	3752

0	45	3141
0	45	4217
1	45	3444
1	45	4471
2	45	3347
2	45	6229
3	45	3233
3	45	4420
4	45	3212
4	45	4583
5	45	3359
5	45	4758
6	45	3228
6	45	4692
7	45	3346
7	45	4971
8	45	3234
8	45	4582
9	45	3208
9	45	4812

0	46	3273
0	46	4482
1	46	3375
1	46	4557
2	46	3290
2	46	5225
3	46	3312
3	46	5095
4	46	3486
4	46	5916
5	46	3311
5	46	4543
6	46	3305
6	46	4855
7	46	3276
7	46	4599
8	46	3444
8	46	4259
9	46	3265
9	46	5015

0	47	3254
0	47	3870
1	47	3276
1	47	3706
2	47	3434
2	47	3954
3	47	3334
3	47	3095
4	47	3207
4	47	3287
5	47	3315
5	47	3917
6	47	3199
6	47	3618
7	47	3322
7	47	4308
8	47	3264
8	47	3977
9	47	3294
9	47	3514

0	48	3265
0	48	4764
1	48	3267
1	48	3621
2	48	3512
2	48	5266
3	48	3321
3	48	4474
4	48	3270
4	48	4984
5	48	3230
5	48	4330
6	48	3196
6	48	4770
7	48	3311
7	48	4480
8	48	3411
8	48	4344
9	48	3229
9	48	4818

0	49	3230
0	49	5469
1	49	3303
1	49	5049
2	49	3349
2	49	6558
3	49	3256
3	49	5644
4	49	3260
4	49	5342
5	49	3282
5	49	5993
6	49	3214
6	49	6070
7	49	3344
7	49	5378
8	49	3384
8	49	5897
9	49	3240
9	49	5298

0	50	3254
0	50	3780
1	50	3316
1	50	3380
2	50	3402
2	50	4744
3	50	3245
3	50	3388
4	50	3313
4	50	3472
5	50	3430
5	50	4575
6	50	3258
6	50	3185
7	50	3348
7	50	3458
8	50	3421
8	50	4029
9	50	3217
9	50	3783

0	51	3200
0	51	5171
1	51	3188
1	51	5120
2	51	3481
2	51	6189
3	51	3317
3	51	5721
4	51	3269
4	51	5345
5	51	3297
5	51	5735
6	51	3163
6	51	5303
7	51	3373
7	51	5047
8	51	3433
8	51	5501
9	51	3221
9	51	5966

0	52	3194
0	52	5070
1	52	3297
1	52	5677
2	52	3316
2	52	5210
3	52	3189
3	52	4746
4	52	3308
4	52	5330
5	52	3402
5	52	4908
6	52	3336
6	52	4677
7	52	3366
7	52	5787
8	52	3348
8	52	5135
9	52	3320
9	52	5125

0	53	3192
0	53	5966
1	53	3371
1	53	5152
2	53	3415
2	53	6153
3	53	3231
3	53	5724
4	53	3285
4	53	5729
5	53	3232
5	53	5859
6	53	3344
6	53	5657
7	53	3311
7	53	6059
8	53	3283
8	53	6623
9	53	3203
9	53	5057

0	54	3234
0	54	2946
1	54	3323
1	54	3253
2	54	3444
2	54	3572
3	54	3272
3	54	3436
4	54	3286
4	54	3065
5	54	3275
5	54	4473
6	54	3121
6	54	3202
7	54	3279
7	54	3230
8	54	3386
8	54	3114
9	54	3265
9	54	3133

0	55	3336
0	55	16219
1	55	3402
1	55	42021
2	55	3347
2	55	20152
3	55	3320
3	55	18656
4	55	3284
4	55	22619
5	55	3276
5	55	25569
6	55	3267
6	55	15019
7	55	3230
7	55	22557
8	55	3399
8	55	22043
9	55	3185
9	55	27064

0	56	3235
0	56	3937
1	56	3359
1	56	3462
2	56	3377
2	56	3980
3	56	3256
3	56	4153
4	56	3391
4	56	3953
5	56	3256
5	56	4280
6	56	3180
6	56	3635
7	56	3331
7	56	4016
8	56	3335
8	56	3694
9	56	3346
9	56	3855

0	57	3200
0	57	5052
1	57	3349
1	57	5494
2	57	3338
2	57	6188
3	57	3340
3	57	5350
4	57	3222
4	57	5805
5	57	3265
5	57	6206
6	57	3243
6	57	5733
7	57	3307
7	57	5712
8	57	3429
8	57	5270
9	57	3193
9	57	5794

0	58	3212
0	58	5330
1	58	3329
1	58	5055
2	58	3316
2	58	6532
3	58	3277
3	58	5101
4	58	3194
4	58	5487
5	58	3224
5	58	5856
6	58	3223
6	58	5542
7	58	3262
7	58	6070
8	58	3329
8	58	5120
9	58	3311
9	58	5876

0	59	3314
0	59	3552
1	59	3286
1	59	3770
2	59	3439
2	59	4284
3	59	3293
3	59	3733
4	59	3174
4	59	3218
5	59	3378
5	59	3735
6	59	3170
6	59	3599
7	59	3252
7	59	3061
8	59	3419
8	59	3943
9	59	3221
9	59	4169

0	60	3325
0	60	3083
1	60	3273
1	60	3153
2	60	3386
2	60	3404
3	60	3296
3	60	2830
4	60	3273
4	60	3413
5	60	3156
5	60	2998
6	60	3305
6	60	3203
7	60	3405
7	60	3382
8	60	3377
8	60	3573
9	60	3264
9	60	3198

0	61	3212
0	61	3000
1	61	3301
1	61	3517
2	61	3496
2	61	3220
3	61	3237
3	61	3333
4	61	3216
4	61	3395
5	61	3373
5	61	2820
6	61	3183
6	61	3177
7	61	3448
7	61	3166
8	61	3340
8	61	3113
9	61	3243
9	61	3766

0	62	3342
0	62	3634
1	62	3308
1	62	3608
2	62	3403
2	62	3845
3	62	3385
3	62	3267
4	62	3288
4	62	3742
5	62	3322
5	62	3472
6	62	3236
6	62	3735
7	62	3377
7	62	3184
8	62	3336
8	62	4237
9	62	3277
9	62	3561

0	63	3270
0	63	4435
1	63	3375
1	63	4295
2	63	3358
2	63	5127
3	63	3356
3	63	4525
4	63	3304
4	63	4170
5	63	3258
5	63	4787
6	63	3191
6	63	4974
7	63	3338
7	63	5070
8	63	3500
8	63	4968
9	63	3127
9	63	4774

0	64	3147
0	64	4796
1	64	3284
1	64	5081
2	64	3404
2	64	5774
3	64	3348
3	64	5154
4	64	3205
4	64	5552
5	64	3254
5	64	4670
6	64	3214
6	64	5782
7	64	3382
7	64	5486
8	64	3338
8	64	4724
9	64	3261
9	64	5710

0	65	3320
0	65	4994
1	65	3272
1	65	5564
2	65	3427
2	65	5736
3	65	3240
3	65	5531
4	65	3286
4	65	5521
5	65	3211
5	65	5233
6	65	3150
6	65	5398
7	65	3233
7	65	5437
8	65	3347
8	65	5236
9	65	3271
9	65	5600

0	66	3281
0	66	3667
1	66	3316
1	66	3436
2	66	3350
2	66	3882
3	66	3377
3	66	3842
4	66	3219
4	66	3212
5	66	3284
5	66	3569
6	66	3342
6	66	3389
7	66	3232
7	66	3552
8	66	3367
8	66	3765
9	66	3274
9	66	3742

0	67	3187
0	67	4787
1	67	3342
1	67	5575
2	67	3452
2	67	6543
3	67	3326
3	67	5143
4	67	3327
4	67	6246
5	67	3314
5	67	5175
6	67	3223
6	67	5514
7	67	3287
7	67	5634
8	67	3361
8	67	4976
9	67	3228
9	67	5614

0	68	3212
0	68	3158
1	68	3278
1	68	3412
2	68	3288
2	68	3635
3	68	3338
3	68	3305
4	68	3317
4	68	3749
5	68	3283
5	68	3383
6	68	3243
6	68	3837
7	68	3315
7	68	3678
8	68	3306
8	68	4064
9	68	3294
9	68	4889

0	69	3255
0	69	3865
1	69	3271
1	69	3329
2	69	3321
2	69	4241
3	69	3329
3	69	4242
4	69	3333
4	69	4589
5	69	3311
5	69	3733
6	69	3285
6	69	4704
7	69	3256
7	69	4199
8	69	3354
8	69	3880
9	69	3247
9	69	4164

0	70	3214
0	70	5624
1	70	3269
1	70	5397
2	70	3339
2	70	6721
3	70	3283
3	70	6154
4	70	3294
4	70	5936
5	70	3235
5	70	5862
6	70	3245
6	70	6394
7	70	3343
7	70	6161
8	70	3304
8	70	5649
9	70	3384
9	70	6592

0	71	3340
0	71	4975
1	71	3310
1	71	6083
2	71	3358
2	71	6668
3	71	3269
3	71	6269
4	71	3258
4	71	6734
5	71	3441
5	71	6136
6	71	3319
6	71	5737
7	71	3333
7	71	5970
8	71	3380
8	71	5344
9	71	3251
9	71	7198

0	72	3177
0	72	3711
1	72	3374
1	72	3913
2	72	3392
2	72	4286
3	72	3307
3	72	4395
4	72	3287
4	72	5074
5	72	3246
5	72	3738
6	72	3249
6	72	4381
7	72	3277
7	72	4127
8	72	3311
8	72	3793
9	72	3300
9	72	3505

0	73	3313
0	73	4271
1	73	3313
1	73	4648
2	73	3345
2	73	3589
3	73	3258
3	73	3812
4	73	3271
4	73	3880
5	73	3302
5	73	3754
6	73	3193
6	73	3560
7	73	3288
7	73	3943
8	73	3399
8	73	3659
9	73	3239
9	73	3524

0	74	3243
0	74	4239
1	74	3279
1	74	4217
2	74	3432
2	74	5644
3	74	3422
3	74	4509
4	74	3251
4	74	4436
5	74	3373
5	74	4329
6	74	3178
6	74	4521
7	74	3298
7	74	4752
8	74	3338
8	74	4031
9	74	3258
9	74	4202

0	75	3244
0	75	4728
1	75	3226
1	75	4345
2	75	3444
2	75	5549
3	75	3246
3	75	4725
4	75	3340
4	75	4396
5	75	3265
5	75	5055
6	75	3240
6	75	5362
7	75	3233
7	75	4984
8	75	3336
8	75	5283
9	75	3319
9	75	5172

0	76	3349
0	76	8619
1	76	3266
1	76	7171
2	76	3354
2	76	17998
3	76	3362
3	76	9447
4	76	3245
4	76	8345
5	76	3158
5	76	7968
6	76	3295
6	76	6710
7	76	3371
7	76	19978
8	76	3337
8	76	9370
9	76	3274
9	76	8141

0	77	3242
0	77	4952
1	77	3345
1	77	5003
2	77	3361
2	77	5445
3	77	3274
3	77	5962
4	77	3244
4	77	5251
5	77	3289
5	77	5981
6	77	3243
6	77	5367
7	77	3197
7	77	4914
8	77	3438
8	77	5598
9	77	3213
9	77	6501

0	78	3326
0	78	3669
1	78	3261
1	78	3979
2	78	3442
2	78	4066
3	78	3243
3	78	3876
4	78	3218
4	78	4405
5	78	3268
5	78	3539
6	78	3253
6	78	3539
7	78	3289
7	78	4063
8	78	3366
8	78	3620
9	78	3202
9	78	3830

0	79	3228
0	79	9529
1	79	3382
1	79	7552
2	79	3391
2	79	9117
3	79	3308
3	79	8350
4	79	3256
4	79	8837
5	79	3364
5	79	9105
6	79	3241
6	79	8371
7	79	3242
7	79	7880
8	79	3302
8	79	7620
9	79	3248
9	79	7611

0	80	3386
0	80	3436
1	80	3342
1	80	3547
2	80	3350
2	80	3693
3	80	3373
3	80	3014
4	80	3291
4	80	5482
5	80	3239
5	80	5090
6	80	3131
6	80	2966
7	80	3258
7	80	3562
8	80	3286
8	80	3310
9	80	3257
9	80	3521

0	81	3203
0	81	7228
1	81	3283
1	81	6531
2	81	3298
2	81	7139
3	81	3294
3	81	6162
4	81	3335
4	81	6277
5	81	3316
5	81	6351
6	81	3297
6	81	6652
7	81	3273
7	81	5994
8	81	3450
8	81	6456
9	81	3240
9	81	6967

0	82	3294
0	82	6549
1	82	3352
1	82	5819
2	82	3314
2	82	7523
3	82	3267
3	82	6229
4	82	3325
4	82	7606
5	82	3292
5	82	7077
6	82	3183
6	82	7016
7	82	3223
7	82	6377
8	82	3265
8	82	5778
9	82	3292
9	82	6422

0	83	3208
0	83	10404
1	83	3348
1	83	9451
2	83	3397
2	83	10661
3	83	3361
3	83	9815
4	83	3223
4	83	8923
5	83	3255
5	83	9242
6	83	3153
6	83	9656
7	83	3259
7	83	9215
8	83	3318
8	83	9241
9	83	3182
9	83	9296

0	84	3251
0	84	10415
1	84	3275
1	84	9101
2	84	3396
2	84	9725
3	84	3332
3	84	8997
4	84	3282
4	84	9345
5	84	3297
5	84	10105
6	84	3214
6	84	9983
7	84	3321
7	84	9126
8	84	3354
8	84	9376
9	84	3271
9	84	9536

0	85	3431
0	85	5510
1	85	3391
1	85	4785
2	85	3350
2	85	5804
3	85	3270
3	85	4919
4	85	3324
4	85	5037
5	85	3328
5	85	6277
6	85	3171
6	85	5670
7	85	3246
7	85	5383
8	85	3300
8	85	5522
9	85	3360
9	85	5790

0	86	3232
0	86	6003
1	86	3382
1	86	6345
2	86	3406
2	86	7430
3	86	3244
3	86	6409
4	86	3381
4	86	6840
5	86	3332
5	86	6669
6	86	3118
6	86	6027
7	86	3348
7	86	6838
8	86	3270
8	86	5932
9	86	3287
9	86	6764

0	87	3176
0	87	6227
1	87	3390
1	87	6125
2	87	3225
2	87	7301
3	87	3313
3	87	6562
4	87	3238
4	87	6535
5	87	3293
5	87	6908
6	87	3325
6	87	6587
7	87	3390
7	87	6848
8	87	3374
8	87	6371
9	87	3290
9	87	6810

0	88	3305
0	88	5581
1	88	3282
1	88	5765
2	88	3405
2	88	7043
3	88	3262
3	88	5480
4	88	3249
4	88	6171
5	88	3233
5	88	5597
6	88	3130
6	88	5529
7	88	3290
7	88	6877
8	88	3273
8	88	5465
9	88	3240
9	88	6463

0	89	3266
0	89	5314
1	89	3359
1	89	5690
2	89	3353
2	89	7067
3	89	3280
3	89	5687
4	89	3298
4	89	6444
5	89	3239
5	89	6374
6	89	3240
6	89	5622
7	89	3455
7	89	6638
8	89	3331
8	89	5659
9	89	3235
9	89	6210

0	90	3233
0	90	4088
1	90	3349
1	90	4575
2	90	3344
2	90	3981
3	90	3250
3	90	4262
4	90	3212
4	90	4087
5	90	3321
5	90	5927
6	90	3249
6	90	3688
7	90	3359
7	90	4310
8	90	3473
8	90	4627
9	90	3306
9	90	4825

0	91	3191
0	91	3435
1	91	3201
1	91	3417
2	91	3414
2	91	4199
3	91	3213
3	91	4125
4	91	3238
4	91	3981
5	91	3330
5	91	4103
6	91	3297
6	91	3873
7	91	3343
7	91	4295
8	91	3300
8	91	4370
9	91	3283
9	91	4448

0	92	3268
0	92	7157
1	92	3263
1	92	6133
2	92	3340
2	92	7175
3	92	3306
3	92	6143
4	92	3354
4	92	6880
5	92	3384
5	92	6391
6	92	3245
6	92	8053
7	92	3288
7	92	6765
8	92	3301
8	92	6500
9	92	3270
9	92	6832

0	93	3294
0	93	3321
1	93	3276
1	93	3441
2	93	3323
2	93	3671
3	93	3219
3	93	3448
4	93	3223
4	93	3112
5	93	3283
5	93	3383
6	93	3206
6	93	3493
7	93	3217
7	93	3549
8	93	3369
8	93	3198
9	93	3291
9	93	3632

0	94	3213
0	94	22538
1	94	3314
1	94	13912
2	94	3347
2	94	14207
3	94	3281
3	94	15688
4	94	3229
4	94	16204
5	94	3203
5	94	13447
6	94	3293
6	94	19734
7	94	3220
7	94	17255
8	94	3406
8	94	17361
9	94	3215
9	94	17995

0	95	3243
0	95	2892
1	95	3353
1	95	3116
2	95	3402
2	95	3052
3	95	3251
3	95	2906
4	95	3173
4	95	2846
5	95	3310
5	95	3168
6	95	3307
6	95	3505
7	95	3231
7	95	3044
8	95	3383
8	95	2936
9	95	3177
9	95	2862

0	96	3212
0	96	2693
1	96	3323
1	96	3133
2	96	3466
2	96	3307
3	96	3271
3	96	2981
4	96	3275
4	96	2835
5	96	3240
5	96	3432
6	96	3220
6	96	3052
7	96	3290
7	96	2712
8	96	3372
8	96	3227
9	96	3297
9	96	3204

0	97	3298
0	97	10566
1	97	3328
1	97	8975
2	97	3410
2	97	10260
3	97	3253
3	97	8968
4	97	3215
4	97	10102
5	97	3282
5	97	11705
6	97	3204
6	97	10465
7	97	3316
7	97	10276
8	97	3459
8	97	10143
9	97	3172
9	97	8866

0	98	3165
0	98	17931
1	98	3271
1	98	11105
2	98	3533
2	98	27638
3	98	3288
3	98	19968
4	98	3147
4	98	18922
5	98	3378
5	98	12616
6	98	3181
6	98	18143
7	98	3263
7	98	18413
8	98	3367
8	98	11219
9	98	3185
9	98	17724

0	99	3294
0	99	5303
1	99	3320
1	99	6187
2	99	3362
2	99	6135
3	99	3351
3	99	6131
4	99	3304
4	99	5045
5	99	3283
5	99	5768
